Post Number,Title,Date,Author,Categories,Graphics,Length,Comments
48,Vacation,"7 August 2008, 3:59 pm",Andrew,['Uncategorized'],0,40,0
49,Popular vote and electoral college,"7 August 2008, 3:59 pm",Andrew,['Political Science'],1,178,0
50,"My carbon footprint was big yesterday, and some thoughts on preparing presentations","7 August 2008, 12:48 pm",Andrew,['Teaching'],0,368,4
51,Whassup with Bart?,"7 August 2008, 11:08 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,31,8
52,"My comment on Bryan Caplan&#8217;s comment on the Red State, Blue State book","6 August 2008, 1:44 am",Andrew,['Political Science'],1,13,0
53,"A Natural Log: Our Innate Sense of Numbers is Logarithmic, Not Linear","6 August 2008, 12:55 am",Andrew,['Decision Theory'],0,230,3
54,Caplan&#8217;s comments,"5 August 2008, 9:44 pm",Andrew,['Political Science'],1,295,5
55,If you&#8217;re at the Joint Statistical Meetings,"5 August 2008, 2:22 am",Andrew,['Political Science'],1,50,3
56,My talk in Denver,"5 August 2008, 12:44 am",Andrew,['Political Science'],0,294,0
57,Religion and voting,"4 August 2008, 3:15 pm",Andrew,['Political Science'],2,100,0
58,"The statistics of art, or, The silly things that people say when they think the social world is described by physics-like iron laws","4 August 2008, 2:16 pm",Andrew,['Art'],0,390,1
59,VP,"4 August 2008, 2:11 pm",Andrew,['Political Science'],0,204,0
60,The mythical Gaussian distribution and population differences,"3 August 2008, 6:47 pm",Aleks Jakulin,['Miscellaneous Statistics'],4,292,7
61,"Our Red State, Blue State book","3 August 2008, 3:20 pm",Andrew,"['Political Science', 'Uncategorized']",1,52,0
62,"Classifying Olympic athletes as male or female, leading to a comment about the recognition of uncertainty in life","3 August 2008, 1:24 pm",Andrew,['Miscellaneous Statistics'],0,338,4
63,Erikson and Wlezien forecast Obama will get about 53% of the vote with approximately 2/3 chance of winning,"2 August 2008, 12:01 pm",Andrew,['Political Science'],0,241,2
64,Let computers do the surveys!,"2 August 2008, 6:01 am",Aleks Jakulin,['Miscellaneous Statistics'],1,157,6
65,The nonpuzzle of the close opinion polls,"1 August 2008, 2:52 am",Andrew,['Political Science'],0,3,6
66,The nonpuzzle of the close election polls,"1 August 2008, 1:50 am",Andrew,['Political Science'],1,258,2
67,Rube Goldberg statistics?,"1 August 2008, 1:10 am",Andrew,['Miscellaneous Statistics'],0,319,1
68,The Playing Field Shifts: Predicting the Seats-Votes Curve in the 2008 U.S. House Election,"31 July 2008, 3:00 am",Andrew,['Political Science'],2,217,2
69,Responses to my criticisms of Bayesian statistics,"31 July 2008, 12:48 am",Andrew,['Bayesian Statistics'],0,241,1
70,Differences between researchers in psychology and political science,"30 July 2008, 3:51 am",Andrew,"['Political Science', 'Sociology']",0,3,2
71,Thinking like a scientist,"30 July 2008, 1:13 am",Andrew,['Miscellaneous Science'],0,114,0
72,My proposed budget cut,"30 July 2008, 12:25 am",Andrew,['Political Science'],0,53,4
73,Fund the answer you want&#8230;,"29 July 2008, 4:06 pm",Andrew,['Miscellaneous Science'],0,515,3
74,&#8220;An ounce of replication&#8230;&#8221;,"28 July 2008, 12:10 am",Andrew,['Miscellaneous Statistics'],0,236,5
75,Social class and views of corporations,"27 July 2008, 9:11 pm",Andrew,['Political Science'],1,643,0
76,NYT vs WSJ on gender issues,"26 July 2008, 4:20 pm",Andrew,['Miscellaneous Statistics'],0,670,1
77,A hierarchical Bayes model for rainfall with applications to index insurance,"25 July 2008, 2:54 am",Andrew,['Bayesian Statistics'],0,57,0
78,Question wording effects,"25 July 2008, 1:08 am",Andrew,['Uncategorized'],0,219,0
79,Question wording effects,"25 July 2008, 12:10 am",Andrew,['Political Science'],0,9,0
80,Traffic fines and retrospective and prospective decision analysis,"24 July 2008, 10:19 am",Andrew,['Decision Theory'],0,361,9
81,Alone in the car at night,"24 July 2008, 10:07 am",Andrew,['Sociology'],1,66,3
82,&#8220;Rise in TB Is Linked to Loans From I.M.F.&#8221;,"24 July 2008, 12:00 am",Andrew,['Public Health'],0,123,6
83,"Answers to questions about our graphs of left-right ideology of voters, congressmembers, and senators","23 July 2008, 2:11 am",Andrew,['Political Science'],0,12,0
84,"Answers to questions about our graphs of left-right ideology of voters, congressmembers, and senators","23 July 2008, 1:56 am",Andrew,['Political Science'],0,334,0
85,Bayesian approaches to quality control (acceptance) sampling?,"23 July 2008, 12:14 am",Andrew,['Bayesian Statistics'],0,431,0
86,"Left-right ideology of voters, congressmembers, and senators","22 July 2008, 1:50 pm",Andrew,['Political Science'],2,222,9
87,"Fat stuff, and a discussion of the difficulty of clear writing","22 July 2008, 10:15 am",Andrew,['Public Health'],0,184,8
88,Software linking R with Word and Excel,"22 July 2008, 12:09 am",Andrew,['Statistical computing'],0,172,4
89,"Left-right ideology of voters, congressmembers, and senators","21 July 2008, 2:06 am",Andrew,['Political Science'],0,29,0
90,Animated adiposity,"21 July 2008, 12:08 am",Andrew,"['Public Health', 'Statistical graphics']",0,57,2
91,Advice on buying a kitchen scale (for the candy weighing demonstration),"18 July 2008, 9:38 am",Andrew,['Teaching'],0,33,2
92,Are you saving too little or too much?,"18 July 2008, 6:40 am",Andrew,"['Decision Theory', 'Economics']",0,294,6
93,Imputation for longitudinal data,"18 July 2008, 12:14 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling']",0,295,2
94,Video of Zoubin Ghahramani&#8217;s lecture,"18 July 2008, 12:13 am",Andrew,['Bayesian Statistics'],0,6,2
95,Tutorial for writing R packages,"18 July 2008, 12:06 am",Andrew,['Statistical computing'],0,22,2
96,The American (League) Dynasty,"16 July 2008, 3:19 pm",Phil,['Miscellaneous Statistics'],0,271,1
97,R is too strongly typed,"16 July 2008, 2:00 pm",Andrew,['Statistical computing'],0,106,6
98,Dept of silly graphs,"16 July 2008, 12:30 am",Andrew,['Statistical graphics'],1,126,5
99,"&#8220;We expect sound effects in the movies, but we&#8217;re not going to pay to hear them in the concert hall&#8221;","15 July 2008, 9:05 am",Andrew,['Art'],0,90,0
100,"What is faster, Winbugs or Openbugs?","14 July 2008, 6:54 pm",Andrew,['Statistical computing'],0,172,1
101,Thoughts on new statistical procedures for age-period-cohort analyses,"14 July 2008, 9:53 am",Andrew,"['Miscellaneous Statistics', 'Multilevel Modeling', 'Political Science', 'Sociology']",0,3,0
102,&#8220;Frenchman&#8221;?,"14 July 2008, 12:30 am",Andrew,['Literature'],0,99,7
103,Popularity and readability,"12 July 2008, 8:52 pm",Andrew,['Literature'],0,180,1
104,Vector autoregression,"11 July 2008, 9:45 pm",Andrew,['Statistical computing'],0,90,3
105,"Integrate this, pal","11 July 2008, 9:07 pm",Andrew,['Sociology'],1,23,3
106,538,"11 July 2008, 6:12 pm",Andrew,['Political Science'],0,23,2
107,Opening Day,"11 July 2008, 6:03 pm",Andrew,['Statistical graphics'],0,41,2
108,Guernsey McPearson&#8217;s Statistical Menagerie,"11 July 2008, 12:45 pm",Andrew,['Miscellaneous Statistics'],0,750,2
109,Tied presidential elections,"11 July 2008, 1:27 am",Andrew,['Political Science'],0,65,0
110,"Bovine contentment, then and now","11 July 2008, 12:47 am",Andrew,['Sociology'],0,55,5
111,The Graduate Junction,"10 July 2008, 9:15 pm",Andrew,['Sociology'],0,61,2
112,More graphical propaganda,"10 July 2008, 3:27 am",Andrew,"['Political Science', 'Statistical graphics']",1,76,3
113,Multilevel models with interactions,"10 July 2008, 1:47 am",Andrew,['Multilevel Modeling'],0,71,0
114,What difference would it make if everybody voted?,"10 July 2008, 1:10 am",Andrew,['Political Science'],2,1133,0
115,Time series likelihood with non-Gaussian errors,"10 July 2008, 12:31 am",Andrew,['Multilevel Modeling'],0,236,8
116,Capital punishment and recidivism,"9 July 2008, 12:36 am",Andrew,['Political Science'],0,147,1
117,Education and the hardening of political attitudes,"8 July 2008, 11:22 am",Andrew,['Political Science'],2,354,4
118,Regroove,"8 July 2008, 12:13 am",Andrew,['Literature'],0,115,2
119,More info on the state liberalism/conservatism graph,"7 July 2008, 12:48 am",Andrew,['Political Science'],0,437,0
120,Predicting death sentences&#8211;is predictability an indicator of aribitrariness?&#8211;and what does it mean for a statistical method to be called a &#8220;computer system&#8221;?,"5 July 2008, 9:49 pm",Andrew,['Political Science'],0,407,1
121,Matching with multilevel data,"3 July 2008, 12:29 am",Andrew,"['Causal Inference', 'Multilevel Modeling']",0,248,7
122,How to set tuning parameters,"2 July 2008, 1:13 pm",Andrew,['Statistical computing'],0,183,0
123,Patent absurdity,"2 July 2008, 12:40 am",Andrew,['Miscellaneous Science'],0,179,6
124,Little blogs and big blogs,"1 July 2008, 4:32 pm",Andrew,[],0,362,1
125,A legal mystery,"1 July 2008, 2:43 am",Andrew,['Political Science'],0,7,2
126,"We need cover ideas, and we need them now!","1 July 2008, 12:54 am",Andrew,"['Art', 'Economics', 'Political Science', 'Sociology']",0,455,2
127,Ranking states by the liberalism/conservatism of their voters,"30 June 2008, 12:53 am",Andrew,['Political Science'],3,478,2
128,Paternalistic software,"27 June 2008, 9:49 pm",Andrew,['Decision Theory'],0,9,2
129,"Beer, quality control, and Student&#8217;s t distribution","27 June 2008, 5:00 pm",Andrew,['Miscellaneous Statistics'],0,82,5
130,"An economic argument for why TV is full of loud, in-your-face journalists","27 June 2008, 2:13 pm",Andrew,"['Economics', 'Political Science']",0,363,5
131,What is the seven-syllable word most commonly used in ordinary conversation?,"27 June 2008, 12:18 am",Andrew,['Literature'],0,3,1
132,Recent changes in arm (arm > 1.1-8),"26 June 2008, 1:43 pm",Yu-Sung Su,['Statistical computing'],0,335,2
133,The End of Theory: The Data Deluge Makes the Scientific Method Obsolete,"26 June 2008, 2:51 am",Andrew,['Miscellaneous Statistics'],0,268,1
134,rps,"26 June 2008, 12:58 am",Andrew,['Decision Theory'],0,99,0
135,The popularity of statistics?,"25 June 2008, 2:20 pm",Andrew,['Miscellaneous Statistics'],0,198,9
136,"&#8220;You change your mind so many times, I wonder if you have a mind at all.&#8221;","25 June 2008, 9:19 am",Andrew,['Political Science'],0,282,0
137,Obama on rich liberal political donors,"25 June 2008, 12:40 am",Andrew,['Political Science'],0,558,7
138,Citation statistics,"24 June 2008, 1:46 pm",Andrew,['Sociology'],1,163,7
139,Social networks&#8217; &#8220;value&#8221;?,"23 June 2008, 9:50 am",Juli,[],0,355,6
140,Diagnostics for multivariate imputations: getting inside the black box,"23 June 2008, 12:04 am",Andrew,['Miscellaneous Statistics'],0,276,2
141,A trick to speed up R matrix calculation,"22 June 2008, 3:06 am",Yu-Sung Su,['Statistical computing'],0,288,7
142,A couple of quick thoughts on statistical computing,"21 June 2008, 9:06 pm",Andrew,['Statistical computing'],0,139,7
143,"Princes and princesses, kings and queens","20 June 2008, 9:22 am",Andrew,"['Literature', 'Political Science']",0,300,1
144,Time trends in gasoline prices,"19 June 2008, 6:27 pm",Andrew,['Economics'],2,139,9
145,Markov mad libs,"19 June 2008, 5:08 pm",Andrew,['Teaching'],0,40,0
146,"Income, education, and religion as &#8220;background variables&#8221; or &#8220;treatments&#8221;","19 June 2008, 12:17 am",Andrew,['Political Science'],0,312,7
147,Testing intercept residuals in a multilevel logistic model,"18 June 2008, 2:32 am",Andrew,['Multilevel Modeling'],0,329,0
148,VP,"18 June 2008, 12:06 am",Andrew,['Political Science'],0,195,2
149,The Last Samurai and The Post-Birthday World,"17 June 2008, 12:31 am",Andrew,['Literature'],0,185,0
150,Friday the 13th study,"16 June 2008, 3:17 pm",Juli,['Miscellaneous Statistics'],0,79,5
151,Non-spam comments with spam links,"16 June 2008, 2:00 pm",Andrew,['Decision Theory'],0,190,1
152,&#8220;Mean reversion&#8221; and &#8220;random walk&#8221; models of campaign effects,"16 June 2008, 8:55 am",Andrew,['Political Science'],1,243,0
153,"Teaching Bayesian applied statistics to graduate students in political science, sociology, public health, education, economics, . . .","16 June 2008, 8:25 am",Andrew,['Teaching'],0,3556,4
154,Deriving significance tests from scratch,"16 June 2008, 12:28 am",Andrew,['Sociology'],0,30,2
155,Too clever by half,"14 June 2008, 7:01 pm",Andrew,['Statistical graphics'],0,41,1
156,Good players make good coaches? Leading to a discussion of confidence-building in statistical analyses,"13 June 2008, 11:47 am",Andrew,['Sports'],0,382,5
157,"&#8220;But viewed in retrospect, it is clear that it has been quite predictable&#8221;","13 June 2008, 3:09 am",Andrew,['Political Science'],0,563,7
158,Hey . . . nice graph!,"13 June 2008, 12:31 am",Andrew,['Statistical graphics'],0,11,0
159,Golf scoring as a measurement problem,"12 June 2008, 3:51 am",Andrew,['Sports'],0,130,6
160,"Some thoughts on the saying, &#8220;All models are wrong, but some are useful&#8221;","12 June 2008, 12:24 am",Andrew,['Miscellaneous Statistics'],0,538,1
161,"This city sucks, or, a suggested equivalence principle","11 June 2008, 12:24 am",Andrew,['Decision Theory'],0,226,1
162,What to teach in a Bayesian data analysis course,"10 June 2008, 2:37 am",Andrew,"['Bayesian Statistics', 'Teaching']",0,506,0
163,When corrections fail: the persistence of political misperceptions,"10 June 2008, 12:42 am",Andrew,['Political Science'],0,150,0
164,Doing statistics the Dunson way: nonparametric statistics for the 21st century,"9 June 2008, 2:17 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,115,3
165,More on coalition dynamics,"9 June 2008, 1:36 am",Andrew,['Political Science'],0,482,0
166,But . . . but . . . we weren&#8217;t trying to be trendy . . .,"9 June 2008, 12:26 am",Andrew,['Sociology'],0,17,0
167,"Uggghhh! More on people overinterpreting opinion polls, shading inevitably into a into a sociological discussion","6 June 2008, 3:04 pm",Andrew,['Political Science'],1,225,1
168,New candidate for worst graph ever,"6 June 2008, 1:04 am",Andrew,['Statistical graphics'],1,58,3
169,Two-stage and multilevel regressions,"6 June 2008, 12:00 am",Andrew,['Multilevel Modeling'],0,646,5
170,Congrats to our Applied Statistics Center art contest winners!,"5 June 2008, 9:47 am",Juli,['Art'],2,65,0
171,Damn this is cool,"5 June 2008, 12:06 am",Andrew,"['Political Science', 'Statistical graphics']",1,138,4
172,Writing as process,"4 June 2008, 5:50 pm",Andrew,['Literature'],0,60,3
173,"Standardized tests are useful, say researchers","4 June 2008, 5:05 pm",Andrew,['Miscellaneous Science'],0,617,0
174,Non-strategic behavior of political parties when deciding when incumbents should retire,"3 June 2008, 12:37 pm",Andrew,['Political Science'],0,591,5
175,"Men, women, and politics","2 June 2008, 9:16 am",Andrew,['Political Science'],0,625,9
176,The Playing Field Shifts: Predicting the Seats-Votes Curve in the 2008 U.S. House Election,"1 June 2008, 1:19 pm",Andrew,['Political Science'],2,212,4
177,Shanto Iyengar&#8217;s argument in favor of online experiments,"31 May 2008, 4:48 pm",Andrew,['Political Science'],0,4,0
178,A sad but true fact,"31 May 2008, 12:21 am",Andrew,['Art'],1,158,2
179,"Demystifying double robustness: &#8220;in at least some settings, two wrong models are not better than one&#8221;","30 May 2008, 12:40 pm",Andrew,['Miscellaneous Statistics'],0,238,0
180,Post-World War II cooling a mirage,"30 May 2008, 12:22 am",Andrew,"['Miscellaneous Science', 'Miscellaneous Statistics']",1,536,9
181,It&#8217;s all about Missouri,"29 May 2008, 2:23 pm",Andrew,['Political Science'],0,129,3
182,Power analysis for multilevel studies,"29 May 2008, 2:22 am",Andrew,['Multilevel Modeling'],0,42,0
183,The uninterrupible is unsustainable,"29 May 2008, 12:53 am",Andrew,['Literature'],0,50,0
184,Forecasting House seats from generic congressional polls,"28 May 2008, 12:35 pm",Andrew,['Political Science'],1,38,0
185,Difficulties in estimating group-level variances and correlations,"28 May 2008, 2:28 am",Andrew,['Multilevel Modeling'],0,847,0
186,Always (or almost always) avoid,"28 May 2008, 12:55 am",Andrew,['Literature'],0,76,1
187,Jonathan Rodden&#8217;s graphs of population density and Democratic vote,"27 May 2008, 3:14 pm",Andrew,['Political Science'],1,135,6
188,My presentation on teaching statistics,"26 May 2008, 2:05 pm",Andrew,['Teaching'],0,51,3
189,Data technologies: Paul Murrell responds,"26 May 2008, 11:07 am",Andrew,['Statistical computing'],2,500,4
190,Voting patterns of Jews and other religious groups,"23 May 2008, 3:20 pm",Andrew,['Political Science'],2,254,4
191,Quarterbacks and psychometrics,"23 May 2008, 9:12 am",Andrew,['Miscellaneous Statistics'],1,283,6
192,A question of infinite dimensions,"23 May 2008, 8:37 am",Andrew,['Miscellaneous Statistics'],0,818,3
193,Errata,"22 May 2008, 3:04 pm",Andrew,['Public Health'],2,100,9
194,Gaps in the popular presentations of scientific theories,"22 May 2008, 9:23 am",Andrew,"['Economics', 'Miscellaneous Science']",0,1014,1
195,The paradox of listserv rudeness,"21 May 2008, 7:37 am",Andrew,"['Sociology', 'Statistical computing']",0,642,1
196,Debugging,"20 May 2008, 12:34 pm",Andrew,['Statistical computing'],1,652,1
197,Paul Murrell&#8217;s new book on data technologies,"20 May 2008, 9:39 am",Andrew,['Statistical computing'],0,914,5
198,"Everybody knows this already, no?","20 May 2008, 2:13 am",Andrew,['Decision Theory'],0,62,0
199,Weighting in analyses of data from many countries,"20 May 2008, 12:23 am",Andrew,['Multilevel Modeling'],0,238,0
200,Planned missingness with multiple imputation: enabling the use of exit polls to reduce measurement error in surveys,"19 May 2008, 10:08 am",Andrew,['Political Science'],0,396,0
201,Frustrating inability of standard graphics programs do recognize discrete variables,"19 May 2008, 1:21 am",Andrew,['Statistical graphics'],0,12,4
202,Happy smokers pay more for cigs; connection to the well-known fact that nobody can eat just part of a candy bar,"19 May 2008, 12:55 am",Andrew,"['Decision Theory', 'Economics']",0,236,2
203,Irreproducible analysis,"16 May 2008, 9:33 pm",Andrew,['Miscellaneous Statistics'],0,109,4
204,Postdoc opportunity for missing data imputation,"16 May 2008, 2:24 am",Andrew,['Statistical computing'],0,365,5
205,Division of labor,"16 May 2008, 12:01 am",Andrew,['Miscellaneous Science'],0,60,2
206,Solving the climate change attitude mystery,"15 May 2008, 12:16 am",Andrew,['Political Science'],1,338,3
207,A more formal rant,"14 May 2008, 2:59 am",Andrew,['Bayesian Statistics'],0,248,8
208,The folk theorem of statistical computing,"13 May 2008, 12:37 am",Andrew,['Statistical computing'],0,166,2
209,Axes that extend below 0 or above 1: actually a bigger issue involving how statistical variables are stored on the computer,"12 May 2008, 9:54 am",Andrew,"['Statistical computing', 'Statistical graphics']",0,406,1
210,Some graphics defaults that I dislike,"12 May 2008, 8:21 am",Andrew,['Statistical graphics'],0,239,9
211,"Yeah, but what about Mr. Pibb?","10 May 2008, 10:39 pm",Andrew,['Political Science'],0,13,2
212,Partisans returning to the fold,"10 May 2008, 9:41 pm",Andrew,['Political Science'],3,100,4
213,Bayesian prediction with high-order interactions!!,"9 May 2008, 9:42 pm",Andrew,"['Multilevel Modeling', 'Statistical computing']",0,226,0
214,Databases and R,"9 May 2008, 9:21 pm",Andrew,['Statistical computing'],0,142,1
215,The flow of time in fiction,"9 May 2008, 5:54 pm",Andrew,['Literature'],0,261,0
216,Campaign contributions and policies,"9 May 2008, 9:04 am",Andrew,['Political Science'],0,682,4
217,Unalphabetize!,"8 May 2008, 1:27 pm",Andrew,['Statistical graphics'],1,202,8
218,"The candy weighing demonstration, or, the unwisdom of crowds","8 May 2008, 10:04 am",Andrew,['Teaching'],0,783,1
219,Speak clearly,"7 May 2008, 10:29 am",Andrew,['Decision Theory'],0,18,4
220,Eight Americas?,"7 May 2008, 6:50 am",Andrew,['Public Health'],0,174,0
221,Can you trust a dataset where more than half the values are missing?,"6 May 2008, 12:02 am",Andrew,"['Miscellaneous Statistics', 'Public Health']",0,217,6
222,Martian inferences,"5 May 2008, 12:32 am",Andrew,['Miscellaneous Statistics'],0,451,0
223,Motivations for political contributions,"3 May 2008, 9:31 pm",Andrew,['Political Science'],0,546,4
224,Election as trial by combat?,"2 May 2008, 12:19 pm",Andrew,['Political Science'],1,289,7
225,Pretty polling plots,"1 May 2008, 3:47 am",Andrew,['Political Science'],0,26,0
226,Through the looking glass,"1 May 2008, 12:26 am",Andrew,['Political Science'],0,992,7
227,"Congratulations, Joel","30 April 2008, 2:04 am",Andrew,['Teaching'],0,73,0
228,Another salvo in the ongoing battle over standardizing regression coefficients,"30 April 2008, 12:18 am",Andrew,['Miscellaneous Statistics'],0,175,1
229,Congestion pricing,"29 April 2008, 12:42 am",Andrew,['Political Science'],0,269,2
230,Not enough discrimination?,"28 April 2008, 9:50 am",Andrew,['Economics'],0,927,7
231,"Teaching skills, not concepts","26 April 2008, 9:33 pm",Andrew,['Teaching'],0,170,8
232,What would Rosenstone say?,"26 April 2008, 3:57 pm",Andrew,['Political Science'],1,114,0
233,Is a 65-hour story better than a 3-hour story?,"26 April 2008, 7:39 am",Andrew,['Literature'],0,409,3
234,"70,000 Assyrians","25 April 2008, 12:00 am",Andrew,"['Literature', 'Miscellaneous Statistics', 'Political Science']",0,225,2
235,Praying for a Recession: The Business Cycle and Protestant Religiosity in the United States,"24 April 2008, 10:07 am",Andrew,['Economics'],0,605,0
236,The opiate of the elites,"24 April 2008, 12:37 am",Andrew,['Political Science'],3,1407,8
237,Objects of the class &#8220;Whoopi Goldberg&#8221;,"23 April 2008, 7:59 am",Andrew,['Art'],1,121,1
238,The case of the disappearing Smiths,"22 April 2008, 5:14 pm",Andrew,['Sociology'],0,85,5
239,Researcher incentives and empirical methods,"22 April 2008, 7:27 am",Andrew,['Economics'],0,1010,8
240,Interesting spam,"22 April 2008, 6:54 am",Andrew,"['Bayesian Statistics', 'Teaching']",0,195,3
241,Rockumentaries are the best,"21 April 2008, 8:31 am",Andrew,['Art'],0,98,4
242,More on the ever-popular topic of names,"20 April 2008, 2:38 am",Andrew,['Sociology'],0,68,3
243,Rubik’s cube proof cut to 25 moves,"20 April 2008, 12:52 am",Andrew,['Sports'],1,222,3
244,Coalition dynamics,"18 April 2008, 9:53 pm",Andrew,"['Economics', 'Political Science']",0,292,9
245,Who are the &#8220;values voters&#8221;?,"18 April 2008, 12:50 am",Andrew,['Political Science'],0,492,4
246,Occam,"17 April 2008, 2:52 am",Andrew,['Bayesian Statistics'],0,132,8
247,The rich-poor voting gap in rural areas,"17 April 2008, 12:54 am",Andrew,['Political Science'],1,104,2
248,Nutsy Squirrel,"16 April 2008, 12:00 pm",Andrew,['Art'],1,0,2
249,Open space means longer search times,"16 April 2008, 12:10 am",Andrew,['Economics'],0,203,4
250,Statistical software for blind people,"15 April 2008, 11:37 am",Andrew,"['Statistical computing', 'Statistical graphics']",0,331,4
251,Redundancy and efficiency,"15 April 2008, 9:53 am",Andrew,['Political Science'],0,210,6
252,p-values blah blah blah,"14 April 2008, 11:00 am",Andrew,['Miscellaneous Statistics'],0,598,8
