Post Number,Title,Date,Author,Categories,Graphics,Length,Comments
139,Standardization and an implicit hierarchical model,"9 June 2009, 10:45 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,192,8
140,Who wants school vouchers?,"8 June 2009, 12:24 pm",Andrew,"['Multilevel Modeling', 'Political Science']",1,128,8
141,Something I learned today,"7 June 2009, 8:26 pm",Andrew,['Miscellaneous Science'],0,8,0
142,"Smaller and more frequent buses, please","7 June 2009, 11:12 am",Andrew,['Economics'],0,361,3
143,Present each others&#8217; posters,"5 June 2009, 7:04 pm",Andrew,['Teaching'],0,297,1
144,Non-strategic retirement,"5 June 2009, 1:33 am",Andrew,['Political Science'],0,99,4
145,Andrew Martin and Kevin Quinn defend their estimates of ideological positions of Supreme Court justices,"5 June 2009, 1:23 am",Andrew,"['Multilevel Modeling', 'Political Science']",0,383,2
146,"Is the bankruptcy of Chrysler and GM &#8220;a success of the market system&#8221;? And, if so, would it have been more of a success had they gone bankrupt 20 years ago?","4 June 2009, 12:00 am",Andrew,['Economics'],0,283,1
147,Statistics police?,"3 June 2009, 2:08 pm",Aleks Jakulin,['Miscellaneous Statistics'],0,156,0
148,Visualization of estimated ideologies of Supreme Court justices,"3 June 2009, 12:45 am",Andrew,['Political Science'],0,16,0
149,My talks in Seattle and Vancouver,"2 June 2009, 9:22 pm",Andrew,['Miscellaneous Statistics'],0,656,2
150,New Twitter research,"2 June 2009, 9:15 pm",Andrew,['Sociology'],0,270,5
151,Those who don&#8217;t know statistics are doomed to . . . rely on statistics anyway,"1 June 2009, 9:57 pm",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,230,4
152,Would Mike Dukakis Have Won the 2008 Election?,"1 June 2009, 9:17 pm",Andrew,['Political Science'],1,347,3
153,Generating probability distributions,"1 June 2009, 9:01 pm",Aleks Jakulin,"['Statistical graphics', 'Teaching']",0,45,0
154,Will people really donate $200 after buying a $300 air conditioner?,"1 June 2009, 11:24 am",Andrew,['Economics'],0,323,1
155,Nylander&#8217;s Art of Mathematical Visualization,"1 June 2009, 9:12 am",Aleks Jakulin,['Statistical graphics'],3,46,0
156,Who is or is not a &#8220;blogger&#8221;?,"1 June 2009, 9:08 am",Andrew,['Literature'],0,196,0
157,Standard errors from nonrandom samples,"31 May 2009, 4:50 pm",Andrew,['Political Science'],0,110,0
158,What does the health economics research say about health care costs?,"31 May 2009, 4:17 pm",Andrew,"['Economics', 'Public Health']",0,595,8
159,Political and social equality then and now,"31 May 2009, 3:24 pm",Andrew,['Political Science'],0,201,3
160,The total weight limit for football teams,"30 May 2009, 9:44 pm",Andrew,['Sports'],0,81,5
161,The mysterious mysteriousness of simple physics,"30 May 2009, 7:50 pm",Andrew,['Miscellaneous Science'],0,164,1
162,One of those casual causal claims that irritate political scientists,"29 May 2009, 9:37 pm",Andrew,['Political Science'],0,196,6
163,Changing attitudes toward attitudes toward risk,"29 May 2009, 8:32 pm",Andrew,"['Economics', 'Political Science']",0,267,7
164,More on the Hispanic vote,"29 May 2009, 4:47 pm",Andrew,['Political Science'],0,330,0
165,Just when I thought I was out . . .,"29 May 2009, 6:35 am",Andrew,['Miscellaneous Statistics'],0,2,0
166,Where Does the Hispanic Vote Really Matter?,"28 May 2009, 11:33 pm",Andrew,['Political Science'],8,713,2
167,A wacky clock,"28 May 2009, 9:54 pm",Andrew,['Art'],0,10,5
168,"A question for the health-economics statisticians, also an aside about the health care costs of smoking","28 May 2009, 8:49 am",Andrew,"['Economics', 'Public Health']",0,409,7
169,A new kind of spam,"27 May 2009, 10:05 pm",Andrew,['Economics'],0,1,0
170,My reply to Robin Hanson&#8217;s reply to my comment on his attribution of underlying political motivations of conservatives and liberals,"27 May 2009, 9:23 pm",Andrew,['Political Science'],0,629,1
171,The Dice-O-Matic,"27 May 2009, 9:00 pm",Andrew,['Statistical computing'],0,13,0
172,The benefits of making a statistical method more ordinary,"27 May 2009, 8:06 am",Andrew,"['Miscellaneous Statistics', 'Sociology']",0,523,1
173,Alan Dershowitz and the American Diabetes Association vs. John Yoo and Greg Mankiw&#8217;s grandmother,"26 May 2009, 10:22 pm",Andrew,['Political Science'],0,23,0
174,Postdoc opportunities at Harvard Statistics,"26 May 2009, 10:11 pm",Andrew,['Miscellaneous Statistics'],0,218,0
175,Sotomayor nominated; would be first Hispanic on Supreme Court,"26 May 2009, 6:39 pm",Andrew,"['Literature', 'Political Science']",0,157,0
176,Once more on the political ideology thing,"25 May 2009, 8:52 pm",Andrew,['Political Science'],0,1242,1
177,Data visualization as a first step . . . and also an intermediate step and a last step,"25 May 2009, 8:18 pm",Andrew,['Statistical graphics'],0,83,5
178,Handy statistical lexicon,"24 May 2009, 10:29 pm",Andrew,"['Literature', 'Miscellaneous Statistics']",0,658,5
179,Difficulties in trying to understand the views of others,"24 May 2009, 9:13 pm",Andrew,['Political Science'],0,575,2
180,What&#8217;s with the academia bashing?,"23 May 2009, 8:26 pm",Andrew,['Literature'],0,176,3
181,Why abortion consensus is unlikely,"22 May 2009, 4:12 pm",Andrew,['Political Science'],0,654,0
182,Conflict of interest in medical research,"22 May 2009, 9:18 am",Andrew,"['Economics', 'Sociology']",0,274,2
183,Data.gov,"22 May 2009, 12:48 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,20,2
184,Absolutely final entry on the Human Development Index,"21 May 2009, 8:37 pm",Andrew,"['Decision Theory', 'Economics', 'Political Science', 'Public Health']",0,498,0
185,More on the Human Development Index,"21 May 2009, 2:49 pm",Andrew,"['Decision Theory', 'Economics', 'Public Health']",0,181,2
186,"Difficulties in communication, the reader is always right, etc etc","21 May 2009, 11:18 am",Andrew,['Literature'],0,895,1
187,Women are less happy,"21 May 2009, 1:47 am",Andrew,"['Decision Theory', 'Economics']",0,336,1
188,Another Human Development Index for U.S. states,"21 May 2009, 12:39 am",Andrew,"['Economics', 'Political Science']",1,8,4
189,Debunking the so-called Human Development Index of U.S. states,"20 May 2009, 10:06 pm",Andrew,"['Economics', 'Political Science']",3,759,1
190,Statistics = Job$,"20 May 2009, 8:46 pm",Andrew,['Causal Inference'],0,226,3
191,Traffic map update,"20 May 2009, 10:50 am",Andrew,"['Miscellaneous Statistics', 'Statistical graphics']",0,474,0
192,"More cool traffic maps (with minor problem of overlays, I think)","19 May 2009, 8:17 pm",Andrew,['Statistical graphics'],1,128,4
193,Weak links and some new ideas about regression model visualization and net leverage,"19 May 2009, 2:05 pm",Aleks Jakulin,"['Sociology', 'Statistical graphics']",3,232,0
194,"The Instinct Diet, and a comment about crappy reporting","19 May 2009, 8:31 am",Andrew,['Public Health'],0,246,7
195,"Difficulty of forecasting, and of causal inference when n=1","18 May 2009, 2:14 pm",Andrew,"['Causal Inference', 'Economics']",1,305,9
196,&#8220;10 Ways to Find New Blog Topics&#8221;,"18 May 2009, 10:17 am",Andrew,['Literature'],0,70,5
197,Noooooooooooooo&#8230;&#8230;&#8230;&#8230;&#8230;&#8230;&#8230;&#8230;.,"18 May 2009, 9:53 am",Andrew,['Miscellaneous Statistics'],0,100,1
198,I hate the so-called Fisher exact test: a pointer to one of my favorite articles,"15 May 2009, 10:16 pm",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,251,0
199,Some thoughts on census adjustment,"15 May 2009, 2:50 pm",Andrew,"['Economics', 'Miscellaneous Statistics', 'Political Science']",0,570,7
200,The trend in last letters of boys&#8217; names: Why this is cool,"14 May 2009, 10:27 pm",Andrew,['Sociology'],0,378,2
201,Having daughters rather than sons makes you more liberal: a link followed by a plea,"13 May 2009, 9:09 pm",Andrew,['Political Science'],0,629,1
202,Where all boys end up nowadays,"13 May 2009, 9:15 am",Andrew,['Sociology'],3,8,1
203,Advice on statistical model building,"13 May 2009, 9:09 am",Andrew,"['Miscellaneous Statistics', 'Teaching']",0,440,7
204,Yoo again?,"12 May 2009, 10:11 am",Andrew,['Political Science'],0,373,2
205,"Brad, Karl, Carrie, Toni, Annette, Brandy, and Susana","12 May 2009, 9:36 am",Andrew,['Sociology'],0,4,0
206,"Red States, Blue States, and Green States?","12 May 2009, 9:22 am",Andrew,"['Economics', 'Political Science']",0,888,0
207,Getting edited,"11 May 2009, 5:19 pm",Andrew,['Literature'],0,101,7
208,How did white people vote? Updated maps and discussion,"11 May 2009, 9:37 am",Andrew,"['Multilevel Modeling', 'Political Science', 'Statistical graphics']",2,1204,1
209,Graphs of subway ridership,"11 May 2009, 9:29 am",Juli,['Miscellaneous Statistics'],0,98,0
210,The Next Supreme Court Justice,"9 May 2009, 10:13 pm",Andrew,['Political Science'],3,236,0
211,Beautiful Data: The Stories Behind Elegant Data Solutions,"9 May 2009, 4:59 pm",Andrew,['Statistical graphics'],1,48,0
212,How to teach physics to your dog,"9 May 2009, 10:07 am",Andrew,['Miscellaneous Science'],0,4,0
213,A horse-race graph!,"8 May 2009, 10:12 am",Andrew,"['Sports', 'Statistical graphics']",1,504,0
214,"Bayes, Jeffreys, prior distributions, and the philosophy of statistics","7 May 2009, 8:32 pm",Andrew,['Bayesian Statistics'],0,1408,7
215,New York Times election explorer,"7 May 2009, 10:01 am",Andrew,"['Political Science', 'Statistical graphics']",0,10,0
216,Conformity in academia?,"6 May 2009, 11:56 am",Andrew,"['Economics', 'Sociology']",0,178,1
217,Country codes of the world,"6 May 2009, 9:07 am",Andrew,['Statistical graphics'],1,150,9
218,$200 consulting opportunity . . . for all of you!,"5 May 2009, 6:22 pm",Andrew,['Public Health'],0,277,1
219,How soldiers really vote,"5 May 2009, 11:10 am",Andrew,['Political Science'],0,574,2
220,Predicting the spread of the flu,"5 May 2009, 9:55 am",Juli,"['Public Health', 'Statistical computing']",0,145,0
221,Graphing the Kentucky Derby?,"4 May 2009, 11:51 am",Andrew,['Sports'],0,121,1
222,How important are personal feelings in determing political support?,"4 May 2009, 11:37 am",Andrew,['Political Science'],0,251,4
223,The underground world of &#8220;neuroenhancing&#8221; drugs,"3 May 2009, 9:40 pm",Andrew,"['Decision Theory', 'Economics', 'Political Science']",0,276,1
224,"&#8220;Buffett and Munger: Stay Away From Complex Math, Theories&#8221; . . . On the other hand, knowing some math can keep you from being fooled by silly formulas","3 May 2009, 6:02 pm",Andrew,"['Economics', 'Teaching']",0,429,1
225,Names and life choices: still more on the dentists named Dennis,"3 May 2009, 5:29 pm",Andrew,['Miscellaneous Science'],0,451,2
226,&#8220;Progressive&#8221; and &#8220;regressive&#8221; taxes,"2 May 2009, 8:54 pm",Andrew,['Political Science'],0,67,8
227,Sag Harbor,"2 May 2009, 6:05 pm",Andrew,['Literature'],0,43,0
