Post Number,Title,Date,Author,Categories,Graphics,Length,Comments
19,Test failures,"17 March 2010, 7:26 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Science']",0,193,4
20,Sifting and Sieving,"17 March 2010, 4:26 am",Andrew,"['Decision Theory', 'Miscellaneous Science', 'Multilevel Modeling']",0,329,1
21,"Love p-values for what they are, don&#8217;t try to make them what they&#8217;re not","16 March 2010, 2:32 pm",Andrew,['Bayesian Statistics'],0,474,3
22,Secret weapon and multilevel modeling,"16 March 2010, 11:30 am",Andrew,['Multilevel Modeling'],0,260,0
23,The Ultimate Idiot&#8217;s Guide to Being an African Junta,"16 March 2010, 9:49 am",Andrew,['Political Science'],1,19,0
24,Take the Junk Charts quiz and win a free book,"15 March 2010, 12:35 pm",Andrew,['Statistical graphics'],0,11,0
25,When experts disagree &#8211; plot them along with their uncertainties.,"15 March 2010, 10:00 am",keithor,['Bayesian Statistics'],0,169,6
26,P-p-p-p-popper,"15 March 2010, 8:50 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics', 'Sociology']",0,356,1
27,The Economics of Butch Cassidy and the Sundance Kid,"15 March 2010, 8:47 am",Andrew,['Economics'],0,42,3
28,Clippin&#8217; it,"14 March 2010, 2:47 pm",Andrew,['Miscellaneous Science'],0,188,1
29,The 1870 census,"13 March 2010, 10:14 am",Andrew,"['Literature', 'Statistical graphics']",1,241,4
30,"Shooting down B.S. claims about divorce predictions, part 2 (Somewhere, Karl Popper is smiling ruefully)","13 March 2010, 9:23 am",Andrew,"['Miscellaneous Statistics', 'Sociology']",0,916,1
31,Of psychiatrists and statisticians,"12 March 2010, 2:29 pm",Andrew,"['Miscellaneous Science', 'Miscellaneous Statistics']",0,647,1
32,Bring out the rabbit ears,"12 March 2010, 9:45 am",Andrew,['Decision Theory'],0,190,9
33,"Personally, I prefer to write about literature, but, yes, I recognize that these sorts of entries are the bread and butter of this blog. (The posts on bad graphics are the red meat, of course, but that&#8217;s another story. And, do we offer any vegetables?)","11 March 2010, 2:20 pm",Andrew,['Multilevel Modeling'],0,291,4
34,"Some zombies, some of the time","11 March 2010, 11:55 am",Andrew,['Zombies'],0,27,7
35,My second interaction with Eliot Spitzer,"11 March 2010, 9:12 am",Andrew,"['Economics', 'Political Science']",0,1010,0
36,Wittgenstein would be amused,"10 March 2010, 4:21 pm",Andrew,['Literature'],0,88,6
37,Relative power of the upper and lower house in different countries?,"10 March 2010, 3:05 pm",Andrew,['Political Science'],0,74,1
38,Model checking: it&#8217;s not just for statisticians,"10 March 2010, 9:15 am",Andrew,"['Literature', 'Miscellaneous Statistics']",0,503,8
39,This is what is done,"9 March 2010, 2:58 pm",Andrew,['Statistical graphics'],0,509,1
40,"Campaigning, governing, and the complexity of political speeches","9 March 2010, 9:01 am",Andrew,['Political Science'],0,41,0
41,More evidence that &#8220;rent-seeking&#8221; is economist-speak for &#8220;something I don&#8217;t like&#8221;,"9 March 2010, 8:44 am",Andrew,['Economics'],0,28,1
42,What if everything happened according to plan?,"8 March 2010, 1:57 pm",Andrew,"['Economics', 'Political Science']",1,158,6
43,Cutting chartjunk and red tape,"8 March 2010, 11:12 am",Andrew,['Statistical graphics'],0,200,0
44,Are High-Quality Schools Enough to Close the Achievement Gap? Evidence from a Bold Social Experiment in Harlem,"8 March 2010, 9:12 am",Andrew,"['Causal Inference', 'Economics', 'Political Science', 'Teaching']",1,1478,4
45,Graph of the week,"8 March 2010, 7:25 am",Andrew,"['Economics', 'Political Science', 'Statistical graphics']",1,229,7
46,Criticizing statistical methods for mediation analysis,"7 March 2010, 11:14 am",Andrew,['Causal Inference'],0,1260,5
47,No comment,"5 March 2010, 2:45 pm",Andrew,['Causal Inference'],0,110,1
48,Global Warming / Evolution analogy not so bad after all?,"5 March 2010, 12:43 pm",Phil,[],0,210,4
49,Building a Better Teacher,"5 March 2010, 9:28 am",Andrew,['Teaching'],0,1425,5
50,&#8220;Infochimps: Find any Dataset in the World&#8221;,"4 March 2010, 2:49 pm",Andrew,['Miscellaneous Statistics'],0,11,6
51,Causality and Statistical Learning,"4 March 2010, 9:09 am",Andrew,['Causal Inference'],0,5650,1
52,Fitting a mulitlevel ordered categorical regression,"3 March 2010, 8:00 pm",Andrew,"['Multilevel Modeling', 'Statistical computing']",0,302,3
53,"House effects, retro-style","3 March 2010, 9:39 am",Andrew,"['Political Science', 'Statistical graphics']",1,293,0
54,High school interview,"2 March 2010, 10:45 pm",Andrew,"['Miscellaneous Statistics', 'Teaching']",0,331,1
55,Who&#8217;s your favorite expert?,"2 March 2010, 4:53 pm",Andrew,['Political Science'],0,113,7
56,Update on zombie dynamics,"2 March 2010, 11:42 am",Andrew,"['Economics', 'Zombies']",0,25,0
57,Rasmussen razzmatazz,"2 March 2010, 9:30 am",Andrew,['Political Science'],1,157,5
58,Bayes fits the data less closely than maximum likelihood,"1 March 2010, 9:52 am",Andrew,['Bayesian Statistics'],0,139,0
59,Cauty and Drummond and DeWitt,"28 February 2010, 3:27 pm",Andrew,['Economics'],0,82,3
60,Freakonomics 2: What went wrong?,"28 February 2010, 12:32 pm",Andrew,"['Decision Theory', 'Economics']",0,743,6
61,Bayesian survey sampling,"28 February 2010, 10:46 am",Andrew,['Bayesian Statistics'],0,238,2
62,Self-restraint,"27 February 2010, 4:20 pm",Andrew,['Sociology'],0,19,1
63,What&#8217;s most cool &#8211; the question mark in the name or the modelling of zombies?,"27 February 2010, 12:48 pm",keithor,['Zombies'],0,79,3
64,"Red State, Blue State sales are a factor of 2^100 lower than they should&#8217;ve been","26 February 2010, 9:39 am",Andrew,"['Literature', 'Miscellaneous Statistics', 'Statistical graphics']",0,228,8
65,Here&#8217;s an idea that should make everyone happy: middle-schoolers growing tobacco in school,"25 February 2010, 2:06 pm",Andrew,['Teaching'],0,320,0
66,"&#8220;Would like to see a study of Internet substituting pimps. As it stands, this is an assertion without proof.&#8221;","25 February 2010, 9:22 am",Andrew,"['Economics', 'Literature']",0,823,5
67,Exercise and Weight Loss: Shouldn&#8217;t somebody see if there&#8217;s a relationship?,"24 February 2010, 7:52 pm",Phil,"['Public Health', 'Sports']",0,1128,2
68,Larry Wasserman&#8217;s (positive) review of &#8220;The Search for Certainty&#8221; by Krzysztof Burdzy,"24 February 2010, 1:37 pm",Andrew,['Miscellaneous Statistics'],0,1361,3
69,The dentist and the statistician,"24 February 2010, 10:18 am",Andrew,['Decision Theory'],0,252,1
70,Update on gardens in school,"24 February 2010, 6:57 am",Andrew,['Public Health'],0,235,2
71,Gardens in school,"23 February 2010, 12:54 pm",Andrew,['Political Science'],0,2648,1
72,The Democrats are gonna get hammered,"22 February 2010, 5:37 pm",Andrew,['Political Science'],2,196,6
73,&#8220;The spirals feel like the Austin Powers time machine&#8221;,"22 February 2010, 4:22 pm",Andrew,['Statistical graphics'],1,37,3
74,"Numbers Rule Your World: Genres and anti-genres, dopers, Superman, Iron Man, and Disneyland","22 February 2010, 9:57 am",Andrew,['Literature'],0,869,2
75,Jaynesiana,"19 February 2010, 12:03 pm",Andrew,['Bayesian Statistics'],0,84,0
76,Status and statistical graphics,"19 February 2010, 7:21 am",Andrew,"['Sociology', 'Statistical graphics']",0,469,7
77,"Hey, does the BBC run corrections?","18 February 2010, 3:42 am",Andrew,['Political Science'],1,410,1
78,One of the fastest generalized linear model implementations,"17 February 2010, 12:11 pm",Andrew,['Statistical computing'],0,236,5
79,Exploratory and confirmatory data analysis,"16 February 2010, 4:32 pm",Andrew,"['Bayesian Statistics', 'Sociology', 'Statistical graphics']",0,2478,1
80,The chorus of ablationists,"15 February 2010, 4:56 pm",Andrew,['Sociology'],0,948,9
81,Doug Bates&#8217;s lmer book,"15 February 2010, 3:32 pm",Andrew,['Multilevel Modeling'],0,2,3
82,Philosophy and the experience of Bayesian data analysis,"15 February 2010, 12:45 pm",Andrew,['Bayesian Statistics'],0,192,1
83,Another Valentine&#8217;s Day entry,"15 February 2010, 11:52 am",Andrew,"['Miscellaneous Statistics', 'Statistical graphics']",2,52,5
84,More Baye$,"15 February 2010, 11:17 am",Andrew,['Bayesian Statistics'],0,270,0
85,Valentine&#8217;s Day statistical love poems,"14 February 2010, 10:26 am",Andrew,"['Literature', 'Miscellaneous Statistics']",0,653,6
86,The Whiter Olympics,"13 February 2010, 9:39 am",Andrew,['Sports'],0,124,3
87,Stabilizing feedback as a bad thing in scientific inference,"12 February 2010, 10:01 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,289,9
88,Political science . . . tweeted by the Governator,"11 February 2010, 3:19 pm",Andrew,['Political Science'],1,171,5
89,A Bayesian bestseller? Maybe not. Leading to a brief discussion of ethically-restricted inference,"11 February 2010, 4:54 am",Andrew,"['Bayesian Statistics', 'Literature']",0,696,5
90,Generational effects,"10 February 2010, 10:37 am",Andrew,"['Political Science', 'Sociology']",0,242,2
91,If I had known it was harmless I would&#8217;ve killed it myself,"9 February 2010, 2:30 pm",Andrew,['Literature'],0,106,6
92,Get off that goddam cell phone!,"9 February 2010, 11:03 am",Andrew,['Teaching'],0,504,4
93,When the log scale meets the linear scale,"8 February 2010, 2:54 pm",Andrew,"['Decision Theory', 'Economics']",0,383,8
94,Krzysztof Burdzy replies to the reviews of Christian Robert and myself,"8 February 2010, 1:22 pm",Andrew,['Bayesian Statistics'],0,921,1
95,Blog style,"7 February 2010, 2:21 pm",Andrew,['Literature'],0,364,2
96,"What if senators represented people by income or race, not by state?","7 February 2010, 2:10 am",Andrew,['Political Science'],0,729,9
97,Ma conférence à Ensae,"6 February 2010, 9:57 am",Andrew,['Political Science'],0,2,7
98,A matter of perspective?,"5 February 2010, 2:32 pm",Phil,[],0,72,4
99,Helping people fill out financial aid forms (at H&#038;R Block!) increases the rate of college attendance,"5 February 2010, 2:24 pm",Andrew,"['Causal Inference', 'Economics', 'Statistical graphics']",0,601,0
100,Update on the coffee experiment,"5 February 2010, 2:12 pm",Andrew,['Causal Inference'],0,105,2
101,Explorations in Statistics Research: An Undergraduate Summer Program,"5 February 2010, 1:21 pm",Andrew,['Miscellaneous Statistics'],0,60,0
102,&#8220;Why do people vote against their own interests?&#8221;: An update,"5 February 2010, 11:02 am",Andrew,['Political Science'],0,765,3
103,A propensity for bias?,"4 February 2010, 11:38 am",Andrew,['Causal Inference'],0,290,4
104,Why do people write news stories against their own interests?,"4 February 2010, 8:13 am",Andrew,['Political Science'],3,1193,1
105,"Oscar Wilde, George Orwell, Clark Kent, and posterior predictive checks","3 February 2010, 12:39 pm",Andrew,['Bayesian Statistics'],0,2750,6
106,&#8220;We fully retract this paper from the published record&#8221;,"2 February 2010, 1:46 pm",Andrew,['Public Health'],0,288,2
107,Problems with Census data,"2 February 2010, 1:21 pm",Andrew,"['Economics', 'Miscellaneous Statistics', 'Political Science']",1,346,5
108,Sort of multiple comparisons problem,"2 February 2010, 12:10 pm",Andrew,['Multilevel Modeling'],0,512,4
109,Talkin bout Doris Kearns Goodwin blues,"2 February 2010, 9:53 am",Andrew,"['Literature', 'Sociology']",0,272,4
110,Arlen Specter&#8217;s running for reelection??,"1 February 2010, 11:20 am",Andrew,['Political Science'],0,43,9
111,"The can, the clink, the pen, the slammer, the big house, up the river","1 February 2010, 10:42 am",Andrew,['Sociology'],0,99,6
112,Stop me before I rant again,"1 February 2010, 9:21 am",Andrew,"['Decision Theory', 'Economics', 'Political Science']",0,506,7
113,A randomized self-experimentation story: A plan to quit coffee,"31 January 2010, 12:44 pm",Andrew,['Miscellaneous Statistics'],0,524,5
114,A prediction,"30 January 2010, 3:45 pm",Andrew,['Political Science'],0,59,3
115,What it takes,"29 January 2010, 5:04 pm",Andrew,['Miscellaneous Statistics'],0,48,2
116,Bob Erikson says my cute idea probably won&#8217;t work,"29 January 2010, 11:09 am",Andrew,"['Economics', 'Political Science']",0,102,2
117,Some thoughts on final exams,"29 January 2010, 6:05 am",Andrew,['Teaching'],0,308,1
118,Solutions to the final exam in my first-semester applied statistics class,"29 January 2010, 6:04 am",Andrew,"['Bayesian Statistics', 'Causal Inference', 'Miscellaneous Statistics', 'Statistical computing', 'Teaching']",0,2344,5
119,"&#8220;Standard textbooks on chemistry do not discuss subjectivity in their introductions, and so statistical textbooks need not to do that either&#8221;","28 January 2010, 1:09 pm",Andrew,['Bayesian Statistics'],1,660,6
120,Interview with the president of the University of California,"28 January 2010, 9:51 am",Andrew,['Teaching'],0,171,1
121,Question on propensity score matching,"28 January 2010, 8:42 am",Andrew,"['Causal Inference', 'Miscellaneous Statistics']",0,500,4
122,Forecasting in reverse: Can we use election returns to learn about economic history?,"27 January 2010, 11:25 am",Andrew,"['Economics', 'Political Science']",0,116,1
123,Patterson update,"27 January 2010, 10:29 am",Andrew,['Literature'],0,93,0
124,&#8220;Most emailed&#8221; != &#8220;Most blogged.&#8221; Does that tell us anything?,"26 January 2010, 7:17 pm",Phil,[],0,185,8
125,"It&#8217;s not 1933, it&#8217;s 1930","26 January 2010, 12:39 pm",Andrew,"['Economics', 'Political Science']",0,412,3
126,Tufte recommendation,"26 January 2010, 12:27 pm",Andrew,['Statistical graphics'],0,65,4
127,What can search predict?,"26 January 2010, 8:52 am",Andrew,"['Economics', 'Miscellaneous Statistics', 'Statistical computing']",1,445,5
128,Chart Wars: The Political Power of Data Visualization,"25 January 2010, 4:49 pm",Andrew,"['Political Science', 'Statistical graphics']",0,57,3
129,The man with the golden gut,"25 January 2010, 12:59 pm",Andrew,['Literature'],0,1144,2
130,A new kind of spam,"25 January 2010, 11:45 am",Andrew,"['Decision Theory', 'Economics']",0,158,1
131,More on the estimation of war deaths,"25 January 2010, 3:21 am",Andrew,"['Political Science', 'Public Health']",0,905,0
132,The Monster vs. the Centerfold: An interesting take on the Mass. Senate race,"24 January 2010, 4:02 pm",Andrew,['Political Science'],1,311,0
133,The data (and the questions you ask) are more important than the analysis,"24 January 2010, 9:48 am",Andrew,['Miscellaneous Statistics'],0,88,9
134,A problem with Turing&#8217;s run-around-the-house chess game?,"24 January 2010, 7:26 am",Andrew,"['Decision Theory', 'Sports']",0,309,1
135,Quick summary of statistics for media,"23 January 2010, 1:49 pm",Aleks Jakulin,['Art'],1,7,2
136,"Three Rivers in Machine Learning: Data, Computation and Risk","22 January 2010, 4:30 pm",Andrew,['Miscellaneous Statistics'],0,197,2
137,Book titles,"22 January 2010, 4:07 am",Andrew,['Literature'],0,990,8
138,Robert and Casella&#8217;s book on Monte Carlo Methods with R,"22 January 2010, 2:06 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,885,8
139,Testing for signficant difference between regression coefficients of two different models from same sample population,"21 January 2010, 2:40 pm",Andrew,['Miscellaneous Statistics'],0,531,2
140,My final exam,"21 January 2010, 11:10 am",Andrew,['Miscellaneous Science'],0,1346,1
141,Overexposure,"21 January 2010, 9:38 am",Andrew,['Literature'],0,152,2
142,"Scott Brown is More Liberal Than Olympia Snowe, and Now He&#8217;s Pivotal, Too","20 January 2010, 3:09 pm",Andrew,['Political Science'],0,212,2
143,Internal vs. external coherence in political ideology,"20 January 2010, 8:40 am",Andrew,['Political Science'],0,776,8
144,Do Bike-Helmet Laws Discourage Bicycling?,"19 January 2010, 7:01 pm",Andrew,"['Economics', 'Public Health']",0,244,1
145,Political influence of quasi-public organizations,"19 January 2010, 9:20 am",Andrew,['Political Science'],0,302,6
146,The political philosophy of the private eye,"18 January 2010, 10:09 am",Andrew,['Literature'],0,687,5
147,My talk at University College London this Monday,"18 January 2010, 3:55 am",Andrew,['Bayesian Statistics'],0,125,2
148,Nate does Bayes,"17 January 2010, 4:25 pm",Andrew,['Bayesian Statistics'],0,13,0
149,Bayesian statistics then and now,"17 January 2010, 2:14 pm",Andrew,['Bayesian Statistics'],0,2300,8
150,"Nothing to do with statistical modeling or causal inference, and not much to do with social science either","15 January 2010, 10:54 am",Andrew,['Sociology'],0,21,8
151,Where&#8217;s Ripley on the web?,"15 January 2010, 7:28 am",Andrew,['Miscellaneous Statistics'],0,216,6
152,Thoughts on journalists who want to write about science,"14 January 2010, 10:13 am",Andrew,['Miscellaneous Science'],1,1214,9
153,Graphical display of multilevel inferences,"14 January 2010, 8:39 am",Andrew,"['Multilevel Modeling', 'Statistical graphics']",0,764,2
154,Postdoctoral Positions at Columbia and Berkeley: &#8220;Practical Tools for Multilevel/Hierarchical Modeling&#8221;,"13 January 2010, 11:14 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,396,2
155,The Russians are coming! The Russians are coming!,"13 January 2010, 10:31 am",Andrew,"['Economics', 'Political Science']",1,203,5
156,This is just to say,"12 January 2010, 2:39 pm",Andrew,['Decision Theory'],0,49,1
157,pourquoi michael jackson est blanc,"12 January 2010, 12:06 pm",Andrew,['Sociology'],3,346,1
158,Europe vs. America: the grudge match,"11 January 2010, 6:12 pm",Andrew,"['Causal Inference', 'Economics']",0,509,7
159,What do you do when you find that false stuff is being published?,"11 January 2010, 5:47 pm",Andrew,['Sociology'],0,605,7
160,"Circle, purple, empty, orange, silver, and prefix codes","11 January 2010, 5:06 pm",Phil,['Miscellaneous Science'],0,788,8
161,"Too clever by, hmmm, about 5% a year","11 January 2010, 10:00 am",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,1053,1
162,More on health care performance and cost,"10 January 2010, 1:50 pm",Andrew,['Economics'],1,90,6
163,Objects of the class &#8220;Foghorn Leghorn&#8221;,"9 January 2010, 1:26 pm",Andrew,['Literature'],1,265,2
164,Retirements,"8 January 2010, 12:05 pm",Andrew,['Political Science'],0,269,4
165,Damn!,"7 January 2010, 2:03 pm",Andrew,['Miscellaneous Statistics'],0,185,2
166,Bayesian data analysis: From theory to application and back again,"7 January 2010, 12:08 pm",Andrew,['Bayesian Statistics'],0,17,3
167,Influential statisticians,"6 January 2010, 8:04 pm",Andrew,['Miscellaneous Statistics'],0,526,2
168,Good timing,"6 January 2010, 2:26 pm",Andrew,['Economics'],0,67,3
169,New kinds of spam,"6 January 2010, 2:11 pm",Andrew,['Decision Theory'],0,151,0
170,"Climate change as a religion, and the more general use of &#8220;religion&#8221; as a term of insult","5 January 2010, 2:48 am",Andrew,['Political Science'],0,396,1
171,Update on Universities and $,"4 January 2010, 4:03 pm",Andrew,['Economics'],0,9,0
172,70 Years of Best Sellers,"4 January 2010, 10:55 am",Andrew,"['Economics', 'Literature']",0,2097,1
173,Different sorts of survey bias,"4 January 2010, 3:59 am",Andrew,['Political Science'],0,36,0
174,Recidivism statistics,"3 January 2010, 5:06 pm",Aleks Jakulin,['Political Science'],0,242,1
175,The Jewish Factor in Blue States,"3 January 2010, 4:57 pm",Andrew,['Political Science'],0,399,7
176,A half-decade of blogging,"2 January 2010, 1:09 pm",Andrew,['Miscellaneous Statistics'],0,371,2
177,MCMC model selection question,"2 January 2010, 12:31 pm",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,390,2
178,Simple ain&#8217;t easy,"1 January 2010, 12:32 pm",Andrew,['Literature'],0,615,1
179,Normative vs. descriptive,"1 January 2010, 9:21 am",Andrew,['Decision Theory'],0,787,0
180,End-of-the-Year Altruists,"31 December 2009, 1:17 pm",Andrew,['Economics'],0,125,3
181,Coethnicity,"31 December 2009, 7:05 am",Andrew,['Political Science'],0,1490,4
182,Complicated categories,"31 December 2009, 5:19 am",Andrew,['Political Science'],0,162,4
183,"Reuters 1, New York Times 0","30 December 2009, 2:56 pm",Andrew,['Economics'],0,8,0
184,Are most (if not all) deaths to some extent &#8220;suicides&#8221;? One more time,"30 December 2009, 1:00 pm",Andrew,"['Decision Theory', 'Economics']",0,1105,1
185,Healthcare spending and life expectancy: a comparison of graphs,"30 December 2009, 9:14 am",Andrew,['Statistical graphics'],3,573,4
186,How to make colored circles in R?,"30 December 2009, 6:45 am",Andrew,['Statistical computing'],0,71,1
187,Not the best time for a parallel coordinate plot . . . but it&#8217;s not actually so bad here,"29 December 2009, 4:34 pm",Andrew,"['Public Health', 'Statistical graphics']",1,86,6
188,Getting rid of academic journals or changing the review system?,"29 December 2009, 1:09 pm",Andrew,"['Decision Theory', 'Economics', 'Sociology']",1,645,4
189,Who owns sparklines?,"29 December 2009, 8:51 am",Andrew,"['Economics', 'Statistical graphics']",0,10,0
190,My Tiger Woods post,"29 December 2009, 8:45 am",Andrew,['Economics'],0,296,8
191,Taxation curves and poverty traps,"28 December 2009, 4:30 pm",Andrew,['Economics'],1,259,1
192,Advice to &#8220;never bill by the hour&#8221;,"27 December 2009, 5:01 pm",Andrew,['Economics'],0,160,1
193,Economics and voter irrationality: my review of The Myth of the Rational Voter,"27 December 2009, 4:02 pm",Andrew,"['Economics', 'Political Science']",0,1906,1
194,The Death of the Blog Post?,"26 December 2009, 10:02 am",Andrew,['Literature'],0,22,4
195,Visualizations for Assessing Convergence and Mixing of MCMC,"24 December 2009, 9:30 am",Andrew,"['Statistical computing', 'Statistical graphics']",2,549,0
196,Garbage Time,"23 December 2009, 4:07 pm",Andrew,['Sociology'],0,104,4
197,How to win in Afghanistan: Statistical Graphics Edition,"23 December 2009, 3:57 am",Andrew,"['Decision Theory', 'Statistical graphics']",1,516,1
198,Learn to program!,"22 December 2009, 2:11 pm",Aleks Jakulin,['Statistical computing'],0,140,1
199,Linking the unlinkable,"22 December 2009, 12:47 pm",Andrew,['Sociology'],0,222,1
200,Job posting: Content Ads Statistician in Bay Area,"22 December 2009, 10:09 am",Aleks Jakulin,['Miscellaneous Statistics'],0,49,0
201,Update on estimates of war deaths,"22 December 2009, 4:01 am",Andrew,['Political Science'],0,950,4
202,A bouquet of fallacies from Gary Becker and Stephen Dubner,"21 December 2009, 9:59 am",Andrew,['Economics'],0,1876,1
203,"Something I just wrote in a referee report: Post your numbers now, not later","20 December 2009, 4:21 pm",Andrew,['Miscellaneous Science'],0,169,8
204,Conflict over conflict-resolution research,"20 December 2009, 5:50 am",Andrew,['Political Science'],3,757,1
205,Who&#8217;s on Facebook?,"19 December 2009, 11:29 am",Andrew,['Sociology'],0,347,6
206,Funding research,"18 December 2009, 5:51 pm",Aleks Jakulin,['Miscellaneous Science'],2,56,1
207,Predicting elections using the &#8220;most important issue&#8221; question,"18 December 2009, 11:58 am",Andrew,"['Decision Theory', 'Political Science']",0,561,0
208,"Analyzing varying slopes: individual differences, clustering participants by coefficients","18 December 2009, 9:56 am",Andrew,['Multilevel Modeling'],0,377,2
209,Privacy vs knowledge and the nature of insurance,"18 December 2009, 9:40 am",Aleks Jakulin,['Miscellaneous Statistics'],0,449,0
210,Some scams,"18 December 2009, 9:21 am",Andrew,"['Decision Theory', 'Economics']",0,678,7
211,Universities and $,"17 December 2009, 3:45 pm",Andrew,['Economics'],0,748,7
212,p = 0.5,"17 December 2009, 10:21 am",Andrew,['Teaching'],0,381,8
213,Lowering the minimum wage,"17 December 2009, 2:59 am",Andrew,"['Economics', 'Political Science']",0,250,2
214,"Other voices, other blogs","16 December 2009, 2:08 pm",Andrew,"['Decision Theory', 'Economics']",0,340,9
215,A former scientist who&#8217;s now a stand-up comedian,"16 December 2009, 2:05 pm",Andrew,['Teaching'],0,45,0
216,Say a little prior for me: more on climate change,"15 December 2009, 4:10 pm",Phil,['Miscellaneous Statistics'],1,2350,3
217,"The &#8220;All Else Equal&#8221; Fallacy, again","15 December 2009, 2:22 pm",Andrew,"['Decision Theory', 'Economics']",0,1244,2
218,Unmasked,"15 December 2009, 3:33 am",Andrew,['Literature'],0,325,0
219,How do I form my attitudes about scientific questions?,"14 December 2009, 10:10 am",Andrew,"['Decision Theory', 'Miscellaneous Science', 'Sociology']",0,1946,3
220,Twitteo killed the bloggio star,"14 December 2009, 7:11 am",Andrew,['Literature'],0,170,4
221,DIY data analysis: three fun examples,"13 December 2009, 1:25 pm",Andrew,"['Statistical computing', 'Statistical graphics']",0,139,5
222,"&#8220;In major flip, House Dems now represent richest regions&#8221;","12 December 2009, 3:01 am",Andrew,['Political Science'],0,235,0
223,Professor Risk,"11 December 2009, 5:15 pm",Andrew,"['Bayesian Statistics', 'Decision Theory']",0,11,5
224,Visualizing UK budget,"11 December 2009, 4:34 pm",Aleks Jakulin,"['Political Science', 'Statistical graphics']",1,81,3
225,Question about Regression,"11 December 2009, 2:45 pm",Andrew,['Miscellaneous Statistics'],0,182,2
226,Some (statistical) stories about BUGS,"11 December 2009, 3:40 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,1441,1
227,"Climate skeptics, deniers, hawks, and True Believers","10 December 2009, 12:22 pm",Phil,['Miscellaneous Science'],0,1172,4
228,Differential Evolution MCMC,"10 December 2009, 8:34 am",Andrew,"['Bayesian Statistics', 'Statistical computing']",0,57,0
229,Writing it down enforces (some sort of) logic,"9 December 2009, 3:16 pm",Andrew,['Literature'],0,175,0
230,Warming increases the risk of civil war in Africa?,"9 December 2009, 8:28 am",Andrew,['Political Science'],0,559,0
231,ClimateGate: How do YOU choose what to believe?,"8 December 2009, 3:23 pm",Phil,"['Miscellaneous Science', 'Sociology']",0,935,6
232,&#8220;Orange&#8221; ain&#8217;t so special,"8 December 2009, 2:36 pm",Andrew,['Miscellaneous Science'],0,49,0
233,Yet more antblogging,"8 December 2009, 2:15 pm",Andrew,"['Miscellaneous Science', 'Multilevel Modeling']",1,427,0
234,"Equation search, part 2","8 December 2009, 10:43 am",Andrew,"['Miscellaneous Science', 'Statistical computing']",3,1427,2
235,More on &#8220;50% of American Kids Receive Food Stamps&#8221;,"7 December 2009, 10:55 am",Andrew,['Public Health'],0,244,3
236,What do Starbucks and Larry Summers have in common?,"7 December 2009, 4:27 am",Andrew,['Political Science'],0,5,0
237,"Russell&#8217;s paradox, major league version","7 December 2009, 3:56 am",Andrew,['Sports'],0,26,2
