Post Number,Title,Date,Author,Categories,Graphics,Length,Comments
72,Battle of the NYT opinion-page economists,"13 October 2010, 7:55 pm",Andrew,"['Economics', 'Sociology']",0,102,9
73,"Randomized experiments, non-randomized experiments, and observational studies","13 October 2010, 9:11 am",Andrew,['Causal Inference'],0,79,6
74,Election symposium at Columbia Journalism School,"12 October 2010, 11:57 am",Andrew,['Political Science'],0,137,2
75,Update on Mankiw&#8217;s work incentives,"12 October 2010, 8:48 am",Andrew,"['Decision Theory', 'Economics']",0,941,3
76,Mankiw&#8217;s marginal tax rate (which declined from 93% to 80% in two years) and the difficulty of microeconomic reasoning,"11 October 2010, 5:18 pm",Andrew,"['Decision Theory', 'Economics']",0,1254,3
77,"Herman Chernoff used to do that too; also, some puzzlement over another&#8217;s puzzlement over another&#8217;s preferences","11 October 2010, 11:42 am",Andrew,['Economics'],0,265,8
78,How to think about Lou Dobbs,"11 October 2010, 9:08 am",Andrew,['Political Science'],0,325,0
79,Proposed new section of the American Statistical Association on Imaging Sciences,"10 October 2010, 5:48 pm",Andrew,['Miscellaneous Statistics'],0,34,0
80,Bayes jumps the shark,"10 October 2010, 3:37 pm",Andrew,"['Bayesian Statistics', 'Zombies']",0,182,5
81,Psychiatric drugs and the reduction in crime,"10 October 2010, 9:17 am",Andrew,"['Public Health', 'Sociology']",0,391,7
82,What joker put seven dog lice in my Iraqi fez box?,"9 October 2010, 9:51 am",Andrew,['Literature'],0,143,8
83,"More on those dudes who will pay your professor $8000 to assign a book to your class, and related stories about small-time sleazoids","8 October 2010, 4:33 pm",Andrew,"['Economics', 'Zombies']",0,351,8
84,Displaying a fitted multilevel model,"8 October 2010, 9:41 am",Andrew,['Statistical graphics'],0,257,2
85,Contest for developing an R package recommendation system,"7 October 2010, 11:28 pm",Andrew,['Statistical computing'],0,232,8
86,"Peer pressure, selection, and educational reform","7 October 2010, 4:22 pm",Andrew,"['Causal Inference', 'Economics']",0,541,2
87,Fitting discrete-data regression models in social science,"7 October 2010, 12:57 pm",Andrew,"['Miscellaneous Statistics', 'Political Science']",0,34,4
88,There are never 70 distinct parameters,"7 October 2010, 9:11 am",Andrew,['Bayesian Statistics'],0,349,2
89,Sociotropic Voting and the Media,"6 October 2010, 8:26 pm",Andrew,"['Economics', 'Political Science']",0,196,0
90,More on the differences between drugs and medical devices,"6 October 2010, 9:06 am",Andrew,"['Decision Theory', 'Economics', 'Public Health']",0,414,0
91,Does posterior predictive model checking fit with the operational subjective approach?,"5 October 2010, 3:28 pm",Andrew,['Bayesian Statistics'],0,1042,0
92,Racism!,"5 October 2010, 8:49 am",Andrew,"['Political Science', 'Sociology', 'Zombies']",0,376,1
93,&#8220;Who owns Congress&#8221;,"4 October 2010, 10:28 pm",Andrew,"['Economics', 'Political Science', 'Statistical graphics']",0,125,2
94,U-Haul statistics,"4 October 2010, 11:44 am",Andrew,['Economics'],0,13,3
95,"Rob Kass on statistical pragmatism, and my reactions","4 October 2010, 9:33 am",Andrew,['Bayesian Statistics'],0,520,4
96,He doesn&#8217;t trust the fit . . . r=.999,"3 October 2010, 5:27 pm",Andrew,['Multilevel Modeling'],0,321,0
97,Suggested reading for a prospective statistician?,"3 October 2010, 5:14 pm",Andrew,"['Miscellaneous Statistics', 'Teaching']",0,116,1
98,Disconnect between drug and medical device approval,"3 October 2010, 3:07 pm",Andrew,"['Bayesian Statistics', 'Public Health']",0,218,3
99,A question for psychometricians,"3 October 2010, 9:10 am",Andrew,"['Decision Theory', 'Miscellaneous Statistics', 'Teaching']",0,129,5
100,&#8220;Regression to the mean&#8221; is fine. But what&#8217;s the &#8220;mean&#8221;?,"2 October 2010, 9:15 pm",Andrew,"['Miscellaneous Statistics', 'Political Science']",1,469,3
101,The winner&#8217;s curse,"2 October 2010, 7:03 pm",Andrew,"['Decision Theory', 'Miscellaneous Statistics']",0,44,2
102,Where do our taxes go?,"2 October 2010, 12:30 am",Andrew,"['Economics', 'Political Science', 'Statistical graphics']",0,309,4
103,Why Development Economics Needs Theory?,"1 October 2010, 9:25 am",Andrew,"['Causal Inference', 'Economics']",0,418,3
104,Nano-project qualifying exam process: An intensified dialogue between students and faculty,"30 September 2010, 9:52 am",Andrew,['Teaching'],0,296,0
105,&#8220;Texting bans don&#8217;t reduce crashes; effects are slight crash increases&#8221;,"29 September 2010, 10:38 pm",Andrew,"['Causal Inference', 'Public Health', 'Teaching']",0,36,7
106,Statistics and the end of time,"29 September 2010, 9:44 pm",Andrew,['Miscellaneous Statistics'],0,57,2
107,Data visualization marathon,"29 September 2010, 9:29 pm",Andrew,['Statistical graphics'],0,29,0
108,Decision science vs. social psychology,"29 September 2010, 9:09 am",Andrew,"['Decision Theory', 'Literature', 'Sociology']",0,131,4
109,"A calibrated Cook gives Dems the edge in Nov, sez Sandy","28 September 2010, 11:29 pm",Andrew,['Political Science'],0,214,2
110,This is a link to a news article about a scientific paper,"28 September 2010, 4:32 pm",Andrew,"['Miscellaneous Science', 'Sociology', 'Zombies']",0,176,4
111,"Correlation, prediction, variation, etc.","28 September 2010, 3:45 pm",Andrew,['Miscellaneous Statistics'],0,281,0
112,&#8220;Genomics&#8221; vs. genetics,"28 September 2010, 9:34 am",Andrew,['Miscellaneous Statistics'],0,477,1
113,An interesting education and statistics blog,"27 September 2010, 10:37 am",Andrew,"['Political Science', 'Teaching']",0,10,0
114,Who is that masked person: The use of face masks on Mexico City public transportation during the Influenza A (H1N1) outbreak,"27 September 2010, 9:46 am",Andrew,['Public Health'],0,281,0
115,what is = what &#8220;should be&#8221; ??,"27 September 2010, 9:04 am",Andrew,"['Economics', 'Zombies']",0,6,2
116,A simple semigraphic display,"26 September 2010, 8:28 pm",Andrew,['Statistical graphics'],0,227,2
117,Clusters with very small numbers of observations,"25 September 2010, 3:34 pm",Andrew,['Multilevel Modeling'],0,217,2
118,Doug Hibbs on the fundamentals in 2010,"23 September 2010, 10:03 pm",Andrew,['Political Science'],0,512,7
119,"Thinking outside the (graphical) box: Instead of arguing about how best to fix a bar chart, graph it as a time series lineplot instead","23 September 2010, 9:09 pm",Andrew,"['Political Science', 'Statistical graphics']",2,283,1
120,Lowess is great,"23 September 2010, 9:08 am",Andrew,['Statistical graphics'],1,228,4
121,Data Thief,"22 September 2010, 3:39 pm",Andrew,['Statistical graphics'],0,28,6
122,Philosophy of Bayes and non-Bayes: A dialogue with Deborah Mayo,"22 September 2010, 9:33 am",Andrew,['Bayesian Statistics'],0,1991,1
123,Discussion of the paper by Girolami and Calderhead on Bayesian computation,"21 September 2010, 3:39 pm",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,434,2
124,"&#8220;How segregated is your city?&#8221;: A story of why every graph, no matter how clear it seems to be, needs a caption to anchor the reader in some numbers","21 September 2010, 9:08 am",Andrew,"['Political Science', 'Sociology', 'Statistical graphics']",1,305,1
125,Are the Democrats avoiding a national campaign?,"20 September 2010, 7:27 pm",Andrew,['Political Science'],0,1035,0
126,Paul Rosenbaum on those annoying pre-treatment variables that are sort-of instruments and sort-of covariates,"20 September 2010, 9:51 am",Andrew,['Causal Inference'],0,551,6
127,Fiction is not for tirades? Tell that to Saul Bellow!,"18 September 2010, 6:57 pm",Andrew,['Literature'],0,1024,1
128,Continuing efforts to justify false &#8220;death panels&#8221; claim,"18 September 2010, 9:39 am",Andrew,"['Decision Theory', 'Economics', 'Public Health', 'Zombies']",0,779,5
129,Vote Buying: Evidence from a List Experiment in Lebanon,"17 September 2010, 3:29 pm",Andrew,['Political Science'],0,282,0
130,I can&#8217;t escape it,"17 September 2010, 11:32 am",Andrew,"['Decision Theory', 'Miscellaneous Science', 'Sociology', 'Zombies']",0,80,1
131,"Meet Hipmunk, a really cool flight-finder that doesn&#8217;t actually work","16 September 2010, 9:17 pm",Andrew,"['Economics', 'Statistical graphics']",2,234,1
132,NSF crowdsourcing,"16 September 2010, 3:06 pm",Andrew,['Decision Theory'],0,23,2
133,Electability and perception of electability,"15 September 2010, 9:32 pm",Andrew,['Political Science'],0,183,5
134,Advice that might make sense for individuals but is negative-sum overall,"15 September 2010, 10:18 am",Andrew,['Decision Theory'],0,538,1
135,Don&#8217;t look at just one poll number&#8211;unless you really know what you&#8217;re doing!,"14 September 2010, 10:58 pm",Andrew,"['Political Science', 'Teaching']",1,577,0
136,Battle of the Americans: Writer at the American Enterprise Institute disparages the American Political Science Association,"14 September 2010, 10:41 pm",Andrew,['Political Science'],0,327,0
137,Data visualization at the American Evaluation Association,"14 September 2010, 9:31 pm",Andrew,['Statistical graphics'],0,152,0
138,"In an introductory course, when does learning occur?","14 September 2010, 9:17 am",Andrew,['Teaching'],0,300,9
139,Update on marathon statistics,"13 September 2010, 10:40 pm",Andrew,['Sports'],0,120,2
140,Ross Ihaka to R: Drop Dead,"13 September 2010, 9:31 am",Andrew,['Statistical computing'],0,555,3
141,Comparison of forecasts for the 2010 congressional elections,"12 September 2010, 9:23 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Political Science']",0,553,4
142,GLM &#8211; exposure,"12 September 2010, 8:34 am",Andrew,['Miscellaneous Statistics'],0,221,0
143,&#8220;It would be as if any discussion of intercontinental navigation required a preliminary discussion of why the evidence shows that the earth is not flat&#8221; . . . &#8220;a weed that&#8217;s grown roots so deep that no amount of cutting and pulling will kill it&#8221;,"11 September 2010, 9:17 am",Andrew,"['Decision Theory', 'Economics', 'Zombies']",0,562,2
144,Fighting Migraine with Multilevel Modeling,"10 September 2010, 9:15 am",Andrew,"['Miscellaneous Science', 'Public Health']",1,323,0
145,"R vs. Stata, or, Different ways to estimate multilevel models","10 September 2010, 9:10 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Statistical computing']",0,855,4
146,Removing the blindfold: visualising statistical models,"9 September 2010, 5:45 pm",Andrew,['Statistical graphics'],0,121,9
147,This Friday afternoon: Applied Statistics Center mini-conference on risk perception,"9 September 2010, 12:59 pm",Andrew,['Decision Theory'],0,119,3
148,The future of R,"9 September 2010, 12:17 am",Andrew,['Statistical computing'],0,236,2
149,Tortoise is planning to vote Republican this year,"8 September 2010, 2:04 pm",Andrew,['Political Science'],0,12,2
150,"Here&#8217;s how rumors get started: Lineplots, dotplots, and nonfunctional modernist architecture","8 September 2010, 9:17 am",Andrew,"['Sociology', 'Statistical graphics']",0,488,5
151,The China Study: fact or fallacy?,"8 September 2010, 9:04 am",Andrew,['Miscellaneous Science'],0,187,0
152,QB2,"7 September 2010, 3:54 pm",Andrew,['Sports'],0,263,9
153,The $900 kindergarten teacher,"7 September 2010, 11:20 am",Andrew,"['Economics', 'Multilevel Modeling', 'Teaching']",0,163,9
154,Inbox zero. Really.,"6 September 2010, 10:00 pm",Andrew,['Zombies'],1,76,3
155,A review of a review of a review of a decade,"5 September 2010, 10:42 pm",Andrew,['Literature'],0,618,2
156,Noooooooooooooooooooooooooooooooooooooooooooooooo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"4 September 2010, 11:30 pm",Andrew,"['Miscellaneous Statistics', 'Zombies']",0,439,2
157,Bayesian inference viewed as a computational approximation to classical calculations,"4 September 2010, 10:57 pm",Andrew,['Multilevel Modeling'],0,157,2
158,How does multilevel modeling affect the estimate of the grand mean?,"4 September 2010, 3:49 pm",Andrew,['Multilevel Modeling'],0,115,0
159,Question about standard range for social science correlations,"4 September 2010, 9:05 am",Andrew,['Public Health'],0,494,1
160,Gladwell vs Pinker,"3 September 2010, 9:44 am",Andrew,['Sports'],1,809,2
161,Blending results from two relatively independent multi-level models,"2 September 2010, 5:30 pm",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Political Science']",0,416,0
162,Interactions of predictors in a causal model,"2 September 2010, 3:13 pm",Andrew,['Causal Inference'],0,418,3
163,R needs a good function to make line plots,"2 September 2010, 9:00 am",Andrew,['Statistical graphics'],0,194,9
164,References on predicting elections,"1 September 2010, 11:50 pm",Andrew,"['Multilevel Modeling', 'Political Science']",0,149,2
165,Ratios where the numerator and denominator both change signs,"1 September 2010, 10:28 pm",Andrew,"['Economics', 'Miscellaneous Science']",0,405,4
166,How does Bayes do it?,"1 September 2010, 9:09 am",Andrew,['Bayesian Statistics'],0,256,2
167,Predicting marathon times,"31 August 2010, 3:26 pm",Andrew,['Sports'],0,622,2
168,Somewhat Bayesian multilevel modeling,"31 August 2010, 9:10 am",Andrew,"['Bayesian Statistics', 'Multilevel Modeling', 'Political Science']",0,457,0
169,Computer models of the oil spill,"30 August 2010, 3:21 pm",Andrew,['Statistical graphics'],0,58,4
170,"Useful models, model checking, and external validation: a mini-discussion","30 August 2010, 9:58 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,787,1
171,The Subtle Micro-Effects of Peacekeeping,"29 August 2010, 6:37 pm",Andrew,['Political Science'],0,302,3
172,ARM solutions,"29 August 2010, 3:20 pm",Andrew,"['Multilevel Modeling', 'Teaching']",0,79,0
173,Ethics and statistics in development research,"29 August 2010, 9:28 am",Andrew,"['Decision Theory', 'Economics']",0,376,1
174,The mathematics of democracy,"28 August 2010, 9:23 am",Andrew,['Political Science'],0,417,0
175,Bafumi/Erikson/Wlezien predict a 50-seat loss for Democrats in November,"27 August 2010, 9:16 pm",Andrew,['Political Science'],0,242,5
176,No radon lobby,"27 August 2010, 9:54 am",Andrew,"['Decision Theory', 'Economics']",0,466,9
177,Teaching yourself mathematics,"26 August 2010, 9:37 am",Andrew,['Teaching'],0,422,1
178,Dodging the diplomats,"25 August 2010, 10:28 pm",Andrew,['Decision Theory'],0,236,2
179,Lauryn Hill update,"25 August 2010, 9:46 pm",Andrew,['Art'],0,44,3
180,Modeling constrained parameters,"25 August 2010, 4:31 pm",Andrew,['Bayesian Statistics'],0,145,0
181,Term Limits for the Supreme Court?,"25 August 2010, 1:10 pm",Andrew,['Political Science'],0,430,2
182,Bizarre twisty argument about medical diagnostic tests,"24 August 2010, 11:02 pm",Andrew,"['Decision Theory', 'Political Science']",0,363,0
183,Yet another Bayesian job opportunity,"24 August 2010, 10:12 pm",Andrew,['Bayesian Statistics'],0,402,0
184,Kaggle forcasting update,"24 August 2010, 7:23 pm",Andrew,"['Decision Theory', 'Economics', 'Miscellaneous Statistics']",0,55,0
185,A new efficient lossless compression algorithm,"24 August 2010, 9:45 am",Andrew,['Statistical computing'],0,298,0
186,Visualization magazine,"23 August 2010, 11:44 pm",Andrew,['Statistical graphics'],0,6,0
187,Getting into hot water over hot graphics,"23 August 2010, 8:41 pm",Andrew,['Statistical graphics'],0,13,6
188,More on those L.A. Times estimates of teacher effectiveness,"23 August 2010, 6:37 am",Andrew,"['Multilevel Modeling', 'Teaching']",0,1435,1
189,Mister P gets married,"22 August 2010, 5:03 pm",Andrew,"['Multilevel Modeling', 'Political Science', 'Statistical graphics']",1,76,5
190,Busted!,"21 August 2010, 9:35 pm",Andrew,['Decision Theory'],0,144,9
191,Statoverflow,"21 August 2010, 3:49 pm",Andrew,['Teaching'],0,235,2
192,Estimating and reporting teacher effectivenss: Newspaper researchers do things that academic researchers never could,"21 August 2010, 9:06 am",Andrew,['Miscellaneous Statistics'],1,321,2
193,Why I blog?,"20 August 2010, 8:32 pm",Aleks Jakulin,['Administrative'],0,167,0
194,Some things are just really hard to believe: more on choosing your facts.,"20 August 2010, 2:05 pm",Phil,"['Causal Inference', 'Sociology']",0,761,1
195,I think you knew this already,"20 August 2010, 9:13 am",Andrew,['Sports'],0,79,2
196,The &#8220;either/or&#8221; fallacy of believing in discrete models: an example of folk statistics,"19 August 2010, 9:23 am",Andrew,['Decision Theory'],0,592,1
197,DataMarket,"18 August 2010, 8:10 pm",Aleks Jakulin,"['Miscellaneous Statistics', 'Statistical graphics']",2,101,0
198,More forecasting competitions,"18 August 2010, 9:51 am",Andrew,['Economics'],0,309,1
199,Deducer update,"17 August 2010, 3:41 pm",Andrew,['Statistical computing'],0,247,0
200,Matching at two levels,"17 August 2010, 3:08 pm",Andrew,"['Causal Inference', 'Multilevel Modeling']",0,363,3
201,Probability-processing hardware,"17 August 2010, 10:35 am",Aleks Jakulin,"['Bayesian Statistics', 'Statistical computing']",0,296,8
202,"Futures contracts, Granger causality, and my preference for estimation to testing","17 August 2010, 9:28 am",Andrew,"['Causal Inference', 'Economics']",0,468,4
203,EdLab at Columbia&#8217;s Teachers&#8217; College,"16 August 2010, 4:43 pm",Andrew,['Teaching'],0,204,4
204,What I learned from those tough 538 commenters,"16 August 2010, 9:06 am",Andrew,"['Literature', 'Political Science']",2,1800,1
205,When Does a Name Become Androgynous?,"15 August 2010, 9:19 am",Andrew,['Sociology'],0,8,0
206,Pourquoi Google search est devenu plus raisonnable?,"14 August 2010, 9:19 am",Andrew,['Sociology'],2,78,5
207,Arnold Zellner,"13 August 2010, 3:54 pm",Andrew,"['Bayesian Statistics', 'Economics']",0,860,3
208,Indiemapper makes thematic mapping easy,"13 August 2010, 3:30 pm",Andrew,"['Statistical computing', 'Statistical graphics']",0,34,0
209,Are all rich people now liberals?,"12 August 2010, 7:22 pm",Andrew,['Political Science'],3,835,1
210,"John McPhee, the Anti-Malcolm","12 August 2010, 1:00 pm",Phil,['Literature'],0,800,6
211,Sloppily-written slam on moderately celebrated writers is amusing nonetheless,"12 August 2010, 9:10 am",Andrew,['Literature'],0,384,2
212,"Job openings in multilevel modeling in Bristol, England","12 August 2010, 4:37 am",Andrew,['Multilevel Modeling'],0,52,6
213,Multilevel modeling in R on a Mac,"11 August 2010, 4:01 pm",Andrew,['Statistical computing'],0,177,8
214,Note to semi-spammers,"11 August 2010, 3:40 pm",Andrew,"['Decision Theory', 'Zombies']",0,109,0
215,"Separating national and state swings in voting and public opinion, or, How I avoided blogorific embarrassment: An agony in four acts","11 August 2010, 9:35 am",Andrew,['Political Science'],0,1506,0
216,The last great essayist?,"10 August 2010, 1:09 pm",Andrew,['Literature'],0,1420,1
217,The U.S. as welfare state,"10 August 2010, 9:11 am",Andrew,"['Economics', 'Political Science']",0,254,4
218,President Carter,"9 August 2010, 10:20 am",Andrew,['Political Science'],0,196,9
219,Data Visualization,"9 August 2010, 10:03 am",Aleks Jakulin,['Statistical graphics'],0,19,0
220,Besag,"9 August 2010, 6:10 am",Andrew,"['Bayesian Statistics', 'Miscellaneous Statistics']",0,191,0
221,Turning pages into data,"8 August 2010, 9:41 am",Aleks Jakulin,['Miscellaneous Statistics'],0,226,5
222,Angry about the soda tax,"8 August 2010, 9:36 am",Andrew,"['Decision Theory', 'Economics']",0,158,1
223,Mister P makes the big jump from the New York Times to the Washington Post,"7 August 2010, 5:20 pm",Andrew,"['Multilevel Modeling', 'Political Science']",0,9,0
